City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
265,Kruisfontein,ZA,2022-01-29 22:18:47,-34.0033,24.7314,60.89,92,0,3.09
266,Lazurne,UA,2022-01-29 22:18:47,46.084,32.5295,33.93,71,59,13.71
267,Kashi,CN,2022-01-29 22:16:35,39.4547,75.9797,24.01,50,0,8.95
268,Tezu,IN,2022-01-29 22:18:48,27.9167,96.1667,49.69,51,0,3.67
269,Yerbogachen,RU,2022-01-29 22:18:49,61.2767,108.0108,-13.4,99,88,3.65
270,Souillac,MU,2022-01-29 22:16:53,-20.5167,57.5167,79.18,83,40,6.91
271,Longyearbyen,SJ,2022-01-29 22:18:49,78.2186,15.6401,8.44,66,0,17.27
272,Lavrentiya,RU,2022-01-29 22:19:49,65.5833,-171.0,-2.88,83,3,3.67
273,Aras,ES,2022-01-29 22:19:50,42.5617,-2.356,39.06,80,0,8.05
274,Melo,UY,2022-01-29 22:19:50,-32.3667,-54.1833,74.86,49,1,15.9
275,Gashua,NG,2022-01-29 22:19:50,12.871,11.0482,62.82,14,68,10.02
276,Namibe,AO,2022-01-29 22:17:11,-15.1961,12.1522,72.03,77,100,6.67
277,Qaqortoq,GL,2022-01-29 22:19:51,60.7167,-46.0333,12.7,90,100,2.59
278,Carrickfergus,GB,2022-01-29 22:19:51,54.7158,-5.8058,42.76,83,75,1.01
279,Lagoa,PT,2022-01-29 22:19:52,39.05,-27.9833,58.55,72,64,13.96
280,Labuhan,ID,2022-01-29 22:19:52,-6.8844,112.2051,77.94,87,100,6.89
281,Anito,PH,2022-01-29 22:19:52,12.4497,125.2886,75.74,93,56,5.53
282,Valparaiso,CL,2022-01-29 22:16:44,-33.0393,-71.6273,71.83,59,20,11.5
283,Kota Bahru,MY,2022-01-29 22:19:53,6.1333,102.2386,71.55,100,20,0.0
284,Dali,CN,2022-01-29 22:19:53,25.7,100.1833,35.35,69,0,2.04
285,Kosovo Polje,XK,2022-01-29 22:19:53,42.6394,21.0961,21.83,100,0,1.14
286,Adrar,MR,2022-01-29 22:19:54,20.5022,-10.0711,77.25,12,100,11.05
287,Pryazha,RU,2022-01-29 22:19:54,61.6926,33.6216,20.43,88,100,10.36
288,Dauriya,RU,2022-01-29 22:19:55,49.9333,116.8667,-21.23,99,29,0.51
289,Cabinda,AO,2022-01-29 22:19:55,-5.55,12.2,78.35,90,92,4.83
290,Tautira,PF,2022-01-29 22:19:55,-17.7333,-149.15,86.02,74,99,13.69
291,Pokhara,NP,2022-01-29 22:19:56,28.2333,83.9833,45.79,66,8,3.22
292,Beba,CU,2022-01-29 22:19:56,22.4437,-79.7253,62.87,62,98,14.43
